Date,North (mm),East (mm)
2009-05-14,7.10,-9.23
2009-05-15,7.72,-10.33
2009-05-16,8.38,-10.08
2009-05-17,9.08,-9.65
2009-05-18,8.56,-10.64
2009-05-19,8.08,-10.66
2009-05-20,9.53,-9.36
2009-05-21,8.98,-11.26
2009-05-22,7.06,-11.13
2009-05-23,7.86,-9.53
2009-05-24,8.09,-9.62
2009-05-25,9.02,-9.87
2009-05-26,9.27,-9.25
2009-05-27,8.92,-9.35
2009-05-28,8.41,-9.49
2009-05-29,8.19,-8.17
2009-05-30,7.29,-9.31
2009-05-31,8.94,-9.20
2009-06-01,6.40,-11.28
2009-06-02,7.87,-11.01
2009-06-03,8.87,-10.53
2009-06-04,7.47,-9.73
2009-06-05,8.10,-9.96
2009-06-06,7.77,-9.09
2009-06-07,6.80,-10.10
2009-06-08,8.32,-11.02
2009-06-09,7.57,-11.29
2009-06-10,8.39,-10.47
2009-06-11,8.74,-10.16
2009-06-12,5.91,-9.57
2009-06-13,7.75,-10.32
2009-06-14,8.23,-10.40
2009-06-15,8.37,-10.34
2009-06-16,9.67,-10.88
2009-06-17,6.75,-9.53
2009-06-18,7.66,-9.31
2009-06-19,8.74,-11.46
2009-06-20,11.27,-12.60
2009-06-21,9.45,-10.57
2009-06-22,10.40,-11.13
2009-06-23,10.66,-10.13
2009-06-24,9.63,-9.34
2009-06-25,7.55,-10.05
2009-06-26,9.36,-11.45
2009-06-27,10.39,-11.73
2009-06-28,9.70,-9.96
2009-06-29,9.29,-9.98
2009-06-30,8.36,-9.76
2009-07-01,7.88,-11.06
2009-07-02,10.66,-10.55
2009-07-03,9.55,-12.68
2009-07-04,9.20,-10.24
2009-07-05,7.99,-10.28
2009-07-06,8.03,-9.71
2009-07-07,8.44,-12.47
2009-07-08,11.06,-10.51
2009-07-09,9.81,-11.78
2009-07-10,9.17,-10.23
2009-07-11,7.69,-10.67
2009-07-12,9.97,-10.12
2009-07-13,9.52,-13.27
2009-07-14,9.95,-10.38
2009-07-15,7.92,-11.02
2009-07-16,8.20,-10.41
2009-07-17,9.66,-10.76
2009-07-18,10.22,-11.50
2009-07-19,10.46,-10.43
2009-07-20,8.31,-12.46
2009-07-21,8.23,-11.27
2009-07-22,10.26,-12.37
2009-07-23,10.40,-11.10
2009-07-24,8.66,-11.30
2009-07-25,8.27,-11.19
2009-07-26,8.01,-11.04
2009-07-27,9.96,-12.93
2009-07-28,10.88,-12.48
2009-07-29,9.46,-11.03
2009-07-30,8.61,-12.10
2009-07-31,9.82,-10.80
2009-08-01,10.65,-10.34
2009-08-02,12.00,-12.85
2009-08-03,10.58,-12.22
2009-08-04,10.12,-10.69
2009-08-05,7.96,-11.89
2009-08-06,8.81,-12.66
2009-08-07,10.49,-12.03
2009-08-08,11.10,-12.91
2009-08-09,10.59,-12.44
2009-08-10,8.63,-11.66
2009-08-11,8.06,-11.24
2009-08-12,9.79,-13.31
2009-08-13,10.08,-12.59
2009-08-14,10.85,-13.72
2009-08-15,9.75,-11.79
2009-08-16,9.47,-11.34
2009-08-17,10.76,-12.23
2009-08-18,9.82,-12.44
2009-08-19,11.09,-12.30
2009-08-20,10.68,-12.15
2009-08-21,10.18,-11.09
2009-08-22,9.42,-11.32
2009-08-23,10.51,-11.91
2009-08-24,9.34,-13.33
2009-08-25,9.19,-12.73
2009-08-26,9.98,-11.68
2009-08-27,10.06,-11.71
2009-08-28,9.44,-12.22
2009-08-29,9.44,-11.73
2009-08-30,8.55,-11.75
2009-08-31,8.86,-12.74
2009-09-01,9.84,-11.75
2009-09-02,8.75,-12.31
2009-09-03,9.97,-13.40
2009-09-04,8.72,-10.95
